logical_table,instance_id,episode_seed,treated_seat,difficulty_scalar,difficulty_tags,deal_rate,below_threshold_accept,worst_off,worst_off_share,dist_to_nbs,dist_to_ks,normalized_gini,normalized_nash_welfare_conditional,max_share,below_threshold_episode,normalized_primary,normalized_nash_welfare,justified_walk,missed_deal,ir_margin_of_no_deal,gini,instance_n_deals,instance_n_ir_deals,instance_feasible_all_ir,instance_ir_margin
all_llm,scorable_negotiation-L3-9a1b1c0960,2,,0.689368,hard;pivotal-seat,1.0,0.0,0.18421052631578946,0.05568019579849071,0.0,0.0,0.2566591882520905,0.5651930906483458,0.3022639200489496,0.0,1.0,0.5651930906483458,nan,nan,nan,0.3073170731707317,256,8,True,0.18421052631578946
all_llm,scorable_negotiation-L2-0aa50f7b83,2,,0.679768,hard;high-conflict;large-frontier;no-clear-win-win,1.0,0.0,0.23684210526315788,0.0768419088793302,0.6255700920828654,0.6255700920828654,0.2302983887694343,0.5552364981257403,0.3244436152682831,0.0,0.8216,0.5552364981257403,nan,nan,nan,0.2682080924855491,256,14,True,0.46875
all_llm,scorable_negotiation-L3-9a1b1c0960,4,,0.689368,hard;pivotal-seat,1.0,0.0,0.15384615384615385,0.04784059239929727,0.6283897756239305,0.6283897756239305,0.2308327658462425,0.5473985264460587,0.31096385059543225,0.0,0.8658,0.5473985264460587,nan,nan,nan,0.23333333333333334,256,8,True,0.18421052631578946
all_llm,scorable_negotiation-L2-df1e479b72,4,,0.63001,medium;small-frontier,1.0,0.0,0.2619047619047619,0.07835912552198478,0.6169319012476656,0.6169319012476656,0.24681896339965612,0.5912444496179982,0.2991893883566691,0.0,1.0,0.5912444496179982,nan,nan,nan,0.1731958762886598,256,21,True,0.43103448275862066
all_llm,scorable_negotiation-L2-103cef6017,0,,0.638165,medium;small-frontier,1.0,0.0,0.2692307692307692,0.08176496151204807,0.0,0.0,0.18766556923636196,0.6067372574347059,0.3036984284733214,0.0,1.0,0.6067372574347059,nan,nan,nan,0.22995169082125605,256,15,True,0.2692307692307692
all_llm,scorable_negotiation-L4-d49e5fe070,4,,0.672467,medium;small-frontier,1.0,0.0,0.36,0.0960218883001824,0.0,0.0,0.17148151365123485,0.704468524997698,0.2667274675005067,0.0,1.0,0.704468524997698,nan,nan,nan,0.35833333333333334,256,5,True,0.36
all_llm,scorable_negotiation-L1-996daa4124,0,,0.61343,easy;large-frontier,1.0,0.0,0.3333333333333333,0.09487042589018028,0.0,0.0,0.21522033759086617,0.641750200346156,0.2846112776705409,0.0,1.0,0.641750200346156,nan,nan,nan,0.31226765799256506,256,22,True,0.3333333333333333
all_llm,scorable_negotiation-L1-a9097927ce,4,,0.551691,easy,1.0,0.0,0.30985915492957744,0.11564397831294954,0.4619598154456175,0.4619598154456175,0.13764589464283675,0.5162669246679569,0.2544645390563869,0.0,0.7433,0.5162669246679569,nan,nan,nan,0.31004784688995213,256,37,True,0.4827586206896552
all_llm,scorable_negotiation-L4-712ba36a4f,0,,0.706191,hard;no-clear-win-win;pivotal-seat,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1.0,0.0,nan,256,4,True,0.0
all_llm,scorable_negotiation-L0-32200851b2,4,,0.562257,easy;high-conflict,1.0,0.0,0.12087912087912088,0.047821743342679565,0.774097614688272,0.774097614688272,0.2664539581378891,0.4194483134851262,0.31569376757623824,0.0,0.8383,0.4194483134851262,nan,nan,nan,0.30042918454935624,256,47,True,0.32926829268292684
all_llm,scorable_negotiation-L4-d49e5fe070,0,,0.672467,medium;small-frontier,1.0,0.0,0.36,0.0960218883001824,0.0,0.0,0.17148151365123485,0.704468524997698,0.2667274675005067,0.0,1.0,0.704468524997698,nan,nan,nan,0.35833333333333334,256,5,True,0.36
all_llm,scorable_negotiation-L2-adac68f4ac,3,,0.642993,large-frontier;medium,1.0,0.0,0.24444444444444444,0.07912373507413054,0.5057195335451523,0.5057195335451523,0.24031391648675476,0.5504945285751159,0.32368800712144313,0.0,0.9094,0.5504945285751159,nan,nan,nan,0.22781456953642384,256,17,True,0.4666666666666667
all_llm,scorable_negotiation-L0-a483b0d80d,3,,0.546303,easy,1.0,0.0,0.3404255319148936,0.11424851757319271,0.3944308544465708,0.3944308544465708,0.1783733831247222,0.563460996266188,0.2860270059982275,0.0,0.9649,0.563460996266188,nan,nan,nan,0.16779661016949152,256,40,True,0.4727272727272727
